id,price
0,6.719289000000043
1,6.893222999999949
2,8.179334999999973
3,6.746916999999974
4,7.719422999999951
5,8.42660500000003
6,6.277396999999983
7,8.42234600000004
8,7.682025999999992
9,7.601497000000018
10,7.148663000000062
11,7.209208000000035
12,8.235138000000015
13,6.136953000000034
14,6.671839000000048
15,6.234161999999944
16,7.818553999999952
17,8.282518999999963
18,9.072418999999982
19,6.507868000000003
20,7.62817400000002
21,6.29058200000002
22,8.549394000000023
23,9.558609999999968
24,6.871186999999952
25,8.371067000000021
26,7.801578999999993
27,8.546858566666677
28,8.535738999999964
29,9.36759100000001
30,8.251585999999987
31,7.1453109999999835
32,7.966896999999993
33,7.299945000000122
34,7.4561009999999985
35,7.459621000000051
36,8.216273999999975
37,8.71965399999997
38,6.30550100000001
39,6.173241999999986
40,7.1364693333333395
41,8.409945999999993
42,6.279296000000038
43,8.387480333333372
44,7.203624000000008
45,9.215059000000004
46,8.12390200000002
47,8.60149299999999
48,8.523541000000034
49,6.670110000000062
50,6.907551999999994
51,6.327439000000014
52,9.026500000000011
53,8.925578333333316
54,7.7220110000000055
55,8.280765000000033
56,8.660841999999953
57,7.972584999999937
58,6.832152999999969
59,8.088877999999966
60,8.340917000000061
61,9.303834000000013
62,6.955077000000004
63,8.276667000000053
64,8.35731499999997
65,6.67080399999999
66,7.3880079999999335
67,8.935075000000067
68,7.517387000000044
69,9.708335000000053
70,8.84627099999998
71,6.634055000000003
72,7.774339999999998
73,6.510921000000019
74,9.079564000000008
75,8.890677999999976
76,7.548053000000033
77,6.347649916666679
78,9.146231000000007
79,7.438438999999995
80,9.095099000000003
81,8.164610999999981
82,7.071190000000028
83,8.670931999999992
84,8.368429000000027
85,7.563187999999958
86,8.02599399999995
87,8.546895
88,8.326391000000012
89,7.230842000000025
90,7.175907999999991
91,8.811023999999993
92,8.44713300000002
93,7.266473000000033
94,6.3027070000000425
95,9.11450099999998
96,8.291279000000058
97,6.673837000000056
98,8.866526000000018
99,6.276163000000014
100,7.501115000000064
101,9.174977999999985
102,9.335148000000048
103,7.70400499999998
104,8.854663999999971
105,7.923406000000008
106,6.759927000000007
107,8.479005000000003
108,7.479437999999957
109,8.771600000000047
110,9.301120000000092
111,7.650194000000043
112,6.538763000000054
113,6.174470999999959
114,8.804174000000021
115,6.882445999999986
116,7.988918999999982
117,7.201101000000006
118,6.0695699999999855
119,8.428154999999933
120,7.507322000000006
121,8.862833000000021
122,8.812836999999988
123,6.754956000000004
124,7.051446999999998
125,8.970389833333314
126,6.538228000000017
127,8.50331900000004
128,7.435318000000009
129,8.555929999999993
130,8.345617999999995
131,8.837672000000026
132,7.974137999999971
133,9.318586999999965
134,6.796481000000024
135,8.94862300000003
136,7.150605583333339
137,8.455064000000068
138,6.744301050000039
139,6.083649999999993
140,9.601792299999962
141,8.30975500000004
142,6.724026000000046
143,8.102543999999986
144,8.288671000000035
145,9.109747000000002
146,7.796921000000017
147,6.761991000000004
148,7.552741999999992
149,7.7379547999999865
150,7.6398260000000064
151,6.828455999999958
152,7.498274949999997
153,7.493194000000024
154,7.906738999999945
155,7.277061000000033
156,9.293794000000018
157,8.376390666666621
158,6.541270000000027
159,8.043406000000004
160,7.704590000000022
161,8.354049000000032
162,8.849333000000025
163,7.087579000000047
164,6.42707799999998
165,7.347543999999988
166,8.763698999999958
167,7.858354000000067
168,6.351435999999949
169,6.663380800000039
170,7.602768999999983
171,8.654898999999995
172,8.139378699999948
173,8.481026000000035
174,7.572873699999977
175,6.835140999999956
176,6.639396000000014
177,7.9727859999999735
178,6.531194999999998
179,7.228165316666649
180,8.508529000000028
181,7.508047999999993
182,7.241119000000047
183,7.94132099999998
184,6.963869000000009
185,6.277928000000044
186,9.248322999999939
187,7.6292440000000115
188,7.157934333333369
189,6.498584000000053
190,6.080390999999983
191,6.525422300000006
192,7.06019800000002
193,6.769172999999987
194,7.11023200000005
195,8.48117233333337
196,8.486580999999996
197,8.085967999999983
198,7.098328999999931
199,6.510464999999979
200,6.540481999999913
201,8.726429
202,5.976991000000007
203,6.472914000000011
204,6.331780000000036
205,8.895828999999996
206,9.361075000000007
207,7.500385999999978
208,9.139770000000018
209,7.1053399999999955
210,7.725584000000001
211,6.363747000000005
212,8.391761000000022
213,6.236842000000072
214,6.631053000000091
215,6.926501000000066
216,6.472153000000046
217,6.7060570000000235
218,9.271870999999994
219,8.347192000000069
220,6.713435666666639
221,9.245461000000024
222,7.722284999999964
223,6.650572999999987
224,8.848777000000068
225,8.369604000000045
226,8.58744800000006
227,8.350649000000026
