id,price
0,6.734321342972256
1,6.961831344740101
2,8.100393940613081
3,6.848210432248467
4,7.748227355944804
5,8.32995101555494
6,6.351854515164926
7,8.358904609247347
8,7.742998799206611
9,7.614966342208402
10,7.227839644923357
11,7.2141101539025305
12,8.36667130789128
13,6.003379760399846
14,6.701855800556738
15,6.204929597119638
16,7.759806292001615
17,8.28669161176873
18,8.928142562377108
19,6.189026121802333
20,7.7268347115354175
21,6.109787545437603
22,8.500197126389429
23,9.522161937952085
24,6.790182286523718
25,8.325753117565752
26,7.600568755881308
27,8.620414350834622
28,8.502881889912036
29,9.433899568835173
30,8.294497152040206
31,7.127616376792478
32,8.048579125357898
33,7.30927734709963
34,7.582489847151967
35,7.429933552489162
36,8.204810650245289
37,8.637287009391054
38,6.332375086420945
39,5.950762040112863
40,6.393596211565866
41,7.962002280077204
42,6.278527590574501
43,8.28146212177538
44,7.264855705224118
45,9.138018754848693
46,8.167695000726699
47,8.63174510590532
48,8.517495417932723
49,6.708295643363541
50,6.978490237942976
51,6.297420120967477
52,9.115419023560124
53,8.94531266297497
54,7.821500148663149
55,8.145310675479845
56,8.604957639279233
57,7.949925513109627
58,6.7578177965369886
59,8.376745215621854
60,8.375106857799866
61,9.30662206057099
62,6.888082413464302
63,8.31031162477342
64,8.450974481143044
65,6.693480264623698
66,7.402096771035886
67,9.12450336552776
68,7.544232891159593
69,9.658249868620194
70,8.729829194972217
71,6.504519157541629
72,7.7969315398957235
73,6.518295136398593
74,8.958133707293182
75,8.839896041683451
76,7.737143832332633
77,6.374247626374675
78,9.246042393265089
79,7.374425584577932
80,8.9037231033237
81,8.227043991077895
82,7.116877827522149
83,8.788893037246687
84,8.250719727740275
85,7.532920108448181
86,8.019359541684558
87,8.520777096460325
88,8.20679545277515
89,7.260438602900542
90,7.12209524923274
91,8.666832803273458
92,8.432744294022903
93,7.337176392347928
94,6.161233535488757
95,9.311360894324203
96,8.279842936390798
97,6.709169832419732
98,9.151343344306895
99,6.331638621222854
100,7.548703834417968
101,9.02050236753025
102,9.049135935183546
103,7.647086898687589
104,8.836187394526588
105,7.985699771295705
106,6.647909442838947
107,8.524588876933588
108,7.379308889110108
109,8.827115085327092
110,9.477646936399704
111,7.535265558547006
112,6.602105746830366
113,6.025960983248499
114,8.802165099149125
115,6.91443534342851
116,8.063534893136977
117,7.210603868546053
118,5.848202068345266
119,8.208478185617293
120,7.479979783015036
121,8.842226621506521
122,8.675389016226735
123,6.797595930378812
124,7.072661097620749
125,8.88621784175993
126,6.454498373998559
127,8.506405692368421
128,6.48006371540611
